side,cut,n_covered,coverage,achieved
susceptible,0.13005510617540833,142,0.3333333333333333,0.9366197183098591
susceptible,0.13018252867206845,143,0.33568075117370894,0.9370629370629371
susceptible,0.13064402977811396,144,0.3380281690140845,0.9375
susceptible,0.1311295137888201,145,0.3403755868544601,0.9379310344827586
susceptible,0.13208210862760014,146,0.3427230046948357,0.9383561643835616
susceptible,0.13331758698171695,147,0.34507042253521125,0.9387755102040817
susceptible,0.13507843686131757,148,0.3474178403755869,0.9391891891891891
susceptible,0.135092735071262,149,0.34976525821596244,0.9395973154362416
susceptible,0.13688502668409355,150,0.352112676056338,0.94
susceptible,0.13882696369257938,151,0.3544600938967136,0.9403973509933775
susceptible,0.14100452247645018,152,0.3568075117370892,0.9407894736842105
susceptible,0.14112016284475817,153,0.3591549295774648,0.9411764705882353
susceptible,0.14113607687697866,154,0.3615023474178404,0.9415584415584416
susceptible,0.1420219611890808,155,0.36384976525821594,0.9419354838709677
susceptible,0.14261540693905073,156,0.36619718309859156,0.9423076923076923
resistant,0.14261540693905073,269,0.6314553990610329,0.32342007434944237
resistant,0.14381888808044854,268,0.6291079812206573,0.3246268656716418
resistant,0.14701974488574426,267,0.6267605633802817,0.3258426966292135
resistant,0.14847236070924014,266,0.6244131455399061,0.3233082706766917
resistant,0.1507069219617522,265,0.6220657276995305,0.32452830188679244
resistant,0.15249260752650948,264,0.6197183098591549,0.32575757575757575
resistant,0.15277230484811385,263,0.6173708920187794,0.3231939163498099
resistant,0.15281531326551778,262,0.6150234741784038,0.3244274809160305
resistant,0.15290011957421656,261,0.6126760563380281,0.32567049808429116
resistant,0.15378872668370244,260,0.6103286384976526,0.3269230769230769
resistant,0.1542342021645609,259,0.607981220657277,0.3281853281853282
resistant,0.15447274264406965,258,0.6056338028169014,0.32945736434108525
resistant,0.1563141159511769,257,0.6032863849765259,0.33073929961089493
resistant,0.1569120082563759,256,0.6009389671361502,0.33203125
resistant,0.15704642763725174,255,0.5985915492957746,0.3333333333333333
resistant,0.1571956238354303,254,0.596244131455399,0.33070866141732286
resistant,0.158608735142729,253,0.5938967136150235,0.33201581027667987
resistant,0.1599733940324736,252,0.5915492957746479,0.3333333333333333
resistant,0.16101762979327744,251,0.5892018779342723,0.33067729083665337
resistant,0.16216148060238306,250,0.5868544600938967,0.332
resistant,0.16217712958870725,249,0.5845070422535211,0.3333333333333333
resistant,0.1634804627236114,248,0.5821596244131455,0.3346774193548387
resistant,0.1647438488659096,247,0.57981220657277,0.3360323886639676
resistant,0.1651628336304573,246,0.5774647887323944,0.33739837398373984
resistant,0.16578593485968648,245,0.5751173708920188,0.33877551020408164
resistant,0.1689953172974097,244,0.5727699530516432,0.3401639344262295
resistant,0.16946801049584093,243,0.5704225352112676,0.3374485596707819
resistant,0.1698451535149236,242,0.568075117370892,0.33884297520661155
resistant,0.17070496554200063,241,0.5657276995305164,0.34024896265560167
resistant,0.17169058639066173,240,0.5633802816901409,0.3416666666666667
resistant,0.17273505467537062,239,0.5610328638497653,0.34309623430962344
resistant,0.17282320508144183,238,0.5586854460093896,0.3403361344537815
resistant,0.1737790749995155,237,0.5563380281690141,0.34177215189873417
resistant,0.17443319252528214,236,0.5539906103286385,0.3432203389830508
resistant,0.17448859528724867,235,0.5516431924882629,0.3404255319148936
resistant,0.17473924295866128,234,0.5492957746478874,0.3418803418803419
resistant,0.17542761180420524,233,0.5469483568075117,0.34334763948497854
resistant,0.17625543909768887,232,0.5446009389671361,0.3448275862068966
resistant,0.17630947140699804,231,0.5422535211267606,0.3463203463203463
resistant,0.1765501538693799,230,0.539906103286385,0.34782608695652173
resistant,0.17664818968997517,229,0.5375586854460094,0.34934497816593885
resistant,0.17688171584813808,228,0.5352112676056338,0.3508771929824561
resistant,0.17709557362776152,227,0.5328638497652582,0.3524229074889868
resistant,0.17883803516284627,226,0.5305164319248826,0.3495575221238938
resistant,0.17923921454415734,225,0.528169014084507,0.3511111111111111
resistant,0.1821561287898767,224,0.5258215962441315,0.35267857142857145
resistant,0.18325405327929375,223,0.5234741784037559,0.3542600896860987
resistant,0.18495649546990234,222,0.5211267605633803,0.35585585585585583
resistant,0.18508619454184655,221,0.5187793427230047,0.3574660633484163
resistant,0.1853311793900925,220,0.5164319248826291,0.35909090909090907
resistant,0.18631717907492537,219,0.5140845070422535,0.3607305936073059
resistant,0.18723680416221825,218,0.5117370892018779,0.3623853211009174
resistant,0.18892813385018012,217,0.5093896713615024,0.3640552995391705
resistant,0.19056827168513935,216,0.5070422535211268,0.36574074074074076
resistant,0.19118041737348304,215,0.5046948356807511,0.3674418604651163
resistant,0.1917434513146889,214,0.5023474178403756,0.3691588785046729
resistant,0.1922512655024312,213,0.5,0.37089201877934275
resistant,0.19361732954956942,212,0.49765258215962443,0.37264150943396224
resistant,0.19629128166100748,211,0.4953051643192488,0.3744075829383886
resistant,0.20240530092677814,210,0.49295774647887325,0.3761904761904762
resistant,0.2031582681924676,209,0.49061032863849763,0.37320574162679426
resistant,0.20352272277149996,208,0.48826291079812206,0.375
resistant,0.20386950555190253,207,0.4859154929577465,0.37681159420289856
resistant,0.20571761658757487,206,0.4835680751173709,0.3786407766990291
resistant,0.2058226661158758,205,0.4812206572769953,0.375609756097561
resistant,0.2066420243278957,204,0.4788732394366197,0.37254901960784315
resistant,0.20666912981379923,203,0.4765258215962441,0.37438423645320196
resistant,0.20996902377779914,202,0.47417840375586856,0.37623762376237624
resistant,0.21002492008632703,201,0.47183098591549294,0.3781094527363184
resistant,0.21042545983154554,200,0.4694835680751174,0.38
resistant,0.21078051325460298,199,0.4671361502347418,0.38190954773869346
resistant,0.21169439668151935,198,0.4647887323943662,0.3838383838383838
resistant,0.21249133380980254,197,0.4624413145539906,0.38578680203045684
resistant,0.21355544609531338,196,0.460093896713615,0.3826530612244898
resistant,0.21394622420489037,195,0.45774647887323944,0.38461538461538464
resistant,0.21635105407210636,194,0.45539906103286387,0.3865979381443299
resistant,0.21688239097422837,193,0.45305164319248825,0.38860103626943004
resistant,0.21870223961569696,192,0.4507042253521127,0.390625
resistant,0.21981300806813947,191,0.44835680751173707,0.387434554973822
resistant,0.220432414674525,190,0.4460093896713615,0.3894736842105263
resistant,0.22251267351696677,189,0.44366197183098594,0.3915343915343915
resistant,0.22342199152183417,188,0.4413145539906103,0.3882978723404255
resistant,0.2248237535336675,187,0.43896713615023475,0.39037433155080214
resistant,0.22538994927600986,186,0.43661971830985913,0.3924731182795699
resistant,0.22548847446444129,185,0.43427230046948356,0.3945945945945946
resistant,0.2256791305105635,184,0.431924882629108,0.3967391304347826
resistant,0.22582680752960635,183,0.4295774647887324,0.39344262295081966
resistant,0.22658477706641475,182,0.4272300469483568,0.3901098901098901
resistant,0.22957694988222851,181,0.42488262910798125,0.39226519337016574
resistant,0.23109993207048596,180,0.4225352112676056,0.3888888888888889
resistant,0.23138542825493838,179,0.42018779342723006,0.39106145251396646
resistant,0.23294932370407848,178,0.41784037558685444,0.39325842696629215
resistant,0.2334584682463053,177,0.4154929577464789,0.3898305084745763
resistant,0.23458320870747543,176,0.4131455399061033,0.39204545454545453
resistant,0.2357788289592481,175,0.4107981220657277,0.3942857142857143
resistant,0.23627938070813354,174,0.4084507042253521,0.39080459770114945
resistant,0.23629235182691538,173,0.4061032863849765,0.3930635838150289
resistant,0.23759550743518923,172,0.40375586854460094,0.3953488372093023
resistant,0.23949328767697967,171,0.4014084507042254,0.39766081871345027
resistant,0.24236427538618716,170,0.39906103286384975,0.3941176470588235
resistant,0.24260806104469002,169,0.3967136150234742,0.3905325443786982
resistant,0.243149226079476,168,0.39436619718309857,0.39285714285714285
resistant,0.24333579685920287,167,0.392018779342723,0.39520958083832336
resistant,0.24446600712289707,166,0.38967136150234744,0.39759036144578314
resistant,0.24510998400992162,165,0.3873239436619718,0.4
